,dataContent,dataSid,dataTitle,parkAddr,parkArea,parkFact1,parkFact2,parkFact3,parkFact4,parkFact5,parkGubun,parkLoadAddr,parkLocation,parkNo,parkNoticeday,parkOrgnm,parkRegdate,parkSido,parkTel,parkZip,posx,posy
103, ,146,황방산공원, ,2157909.0, , , , , ,근린공원,전북특별자치도 전주시 덕진구 팔복동3가 산 238-1, ,45113-00009,1970-04-14,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.0975899,35.8393425
104, ,145,인후공원, ,451980.0, , , ,운동기구,"정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 인후동1가 산 4-6, ,45113-00008,1970-04-14,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1594673,35.8418516
105, ,144,금암공원,전북특별자치도 전주시 덕진구 떡전4길 22-5,2033.7,"조합놀이대,시소,그네", , ,"게이트볼구장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 덕진구 금암동 756-4, ,45113-00007,1968-07-18,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1294517,35.8368538
106, ,143,정문공원, ,35918.0, , , ,운동기구,"정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 중동 832, ,45113-00006,1966-02-10,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.061127,35.833044
107, ,142,오공공원, ,18988.0, , , ,운동기구,"정자,벤치",근린공원,전북특별자치도 전주시 덕진구 중동 830, ,45113-00005,1966-02-10,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.055841,35.832642
108, ,141,가련산공원, ,299713.0, , , ,운동기구,벤치,근린공원,전북특별자치도 전주시 덕진구 덕진동2가 산 27-1, ,45113-00004,1966-02-10,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1192136,35.8436246
109, ,140,진북공원, ,1279.0,조합놀이대, , , ,벤치,어린이공원,전북특별자치도 전주시 덕진구 진북동 1031-5, ,45113-00003,1962-01-26,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1326929714,35.8279117286
110, ,139,팔복첨단산업3-1,전북특별자치도 전주시 덕진구 반룡1길 18-3,17397.5, , , ,"배드민턴장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 덕진구 팔복동 2가 589, ,45113-00002,1938-05-09,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.0898288,35.85988555
111, ,138,덕진공원, ,3373838.0,그네, ,"음악분수,보트장","배드민턴장,축구장,풋살구장","화장실,벤치,매점",근린공원,전북특별자치도 전주시 덕진구 덕진동1가 1316-2, ,45113-00001,1938-05-09,전북특별자치도 전주시 덕진구청,2020-08-31, ,063-270-6389, ,127.1210311574,35.8474947551
112, ,137,효자공원, ,3240.0, , , , ,벤치,근린공원,전북특별자치도 전주시 완산구 효자동2가 1364-2, ,45111-00138,2006-02-17,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1048155,35.8371983
113, ,136,효자묘지공원, ,421320.0, , , , , ,묘지공원,전북특별자치도 전주시 완산구 효자동3가 산 136-1, ,45111-00137,1979-01-23,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0919738,35.8268731
114, ,135,바위백이공원, ,59814.0, , , ,운동기구,정자,근린공원,전북특별자치도 전주시 완산구 효자동3가 1858, ,45111-00136,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.100199,35.8169755
115, ,134,효자제5호공원, ,1580.4,조합놀이대, , ,"농구대,다목적구장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1713-18, ,45111-00135,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0962956,35.8164307
116, ,133,효자제4호공원, ,1721.0,"조합놀이대,시소", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1687-13, ,45111-00134,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0996948,35.8199758
117, ,132,효자제3호공원, ,1721.1,"조합놀이대,시소", , , ,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1641-7, ,45111-00133,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0996972,35.823289
118, ,131,효자제2호공원, ,1672.4,"조합놀이대,그네", , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1615-22, ,45111-00132,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1033266,35.826979
119, ,130,효자제1호공원, ,1629.0,조합놀이대, , , ,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1604-29, ,45111-00131,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1014206,35.8270928
120, ,129,문학대1공원, ,25693.0, , ,유적지, ,"화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동3가 1587, ,45111-00130,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1049263,35.829995
121, ,128,서부제4공원, ,17448.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 효자동3가 1580, ,45111-00129,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0998327,35.8302066
122, ,127,서부제5공원, ,39618.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 효자동3가 1578, ,45111-00128,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0971514,35.8295881
123, ,126,마전숲, ,17848.0,조합놀이대, ,수경설비,"배드민턴장,농구대,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동3가 1526-1, ,45111-00127,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1106341,35.8186701
124, ,125,문학대2공원, ,71962.0, , , ,"농구대,배드민턴장,게이트볼구장,X게임장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동3가 1523-2, ,45111-00126,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1095755,35.828144
125, ,124,서곡공원, ,2871.0, ,야외무대, ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1487, ,45111-00125,1994-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0987812,35.829822
126, ,123,서곡공원,전북특별자치도 전주시 완산구 서곡2길 29-6,29536.0, , , ,"족구장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동3가 1485, ,45111-00124,1994-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.104152836,35.8337889
127, ,122,양지뜸공원, ,4842.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1473-4, ,45111-00123,1994-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0982701,35.8323436
128, ,121,신덕공원, ,2482.0,"조합놀이대,시소,그네", , ,운동기구,정자벤치,어린이공원,전북특별자치도 전주시 완산구 효자동3가 1443-2, ,45111-00122,1994-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1025975,35.8341299
129, ,120,서중공원, ,1684.0,조합놀이대.시소, , ,"농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동3가 1433, ,45111-00121,1994-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1002116,35.8352748
130, ,119,모롱지공원, ,11657.0,조합놀이대, , ,"배드민턴장,게이트볼구장,테니스장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동3가 1407-3, ,45111-00120,1994-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1040954,35.8364638
131, ,118,백로공원, ,55017.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 효자동2가 산 61, ,45111-00119,2012-12-21,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1074326,35.8008763
132, ,117,천잠공원, ,813872.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 효자동2가 산 139, ,45111-00118,1995-06-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0845831,35.8101898
133, ,116,신주공원, ,1633.0,물놀이, , , , ,어린이공원,전북특별자치도 전주시 완산구 효자동2가 335, ,45111-00117,2012-12-21,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1024329,35.8010698
134, ,115,우전공원, ,3094.0, , , , , ,어린이공원,전북특별자치도 전주시 완산구 효자동2가 306, ,45111-00116,2007-12-26,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1041882,35.7991459
135, ,114,모꼬지공원, ,18059.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 효자동2가 1-7, ,45111-00115,2007-12-26,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1127716643,35.8130924605
136, ,113,용호근린공원, ,31330.0,조합놀이대, ,수경설비,"배드민턴장,게이트볼구장,이라인스케이트장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동2가 1333-2, ,45111-00114,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.104279,35.806049
137, ,112,나무향공원, ,2276.0,"조합놀이대,시소,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1329-7, ,45111-00113,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.105874,35.809874
138, ,111,불빛공원, ,2579.0,"조합놀이대,그네", , ,"다목적구장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1322, ,45111-00112,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.102271,35.805541
139, ,110,토방공원, ,2477.0, , , ,"게이트볼구장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1315-5, ,45111-00111,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.101497,35.809807
140, ,109,이바디공원, ,14061.0,조합놀이대, , ,"배드민턴장,운동기구","정자,벤치",근린공원,전북특별자치도 전주시 완산구 효자동2가 1314-8, ,45111-00110,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1011168,35.81069673
141, ,108,물빛채공원, ,4371.0,"조합놀이대,그네", , ,"배드민턴장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1314-7, ,45111-00109,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.101282,35.811213
142, ,107,금파공원, ,2326.0,"조합놀이대,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1314-3, ,45111-00108,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.098195,35.809558
143, ,106,사이언스공원, ,2983.0,그네, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1310, ,45111-00107,2006-04-27,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.095438,35.809352
144, ,105,효자제7호공원, ,1538.9,"조합놀이대,시소,그네", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1260-18, ,45111-00106,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1042459,35.8124352
145, ,104,효자제6호공원, ,1716.0,"조합놀이대,그네", , , ,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1247-13, ,45111-00105,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.099199,35.8126301
146, ,103,푸른연꽃공원, ,1498.0,"조합놀이대,시소", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1205-1, ,45111-00104,2004-11-03,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0991338,35.8037085
147, ,102,달맞이공원, ,1891.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1201-3, ,45111-00103,2004-11-03,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1015881,35.8070229
148, ,101,솔바람공원, ,11342.0, , , ,운동기구,"화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동2가 1200-1, ,45111-00102,2004-11-03,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1000324,35.8063416
149, ,100,효열공원, ,12195.0, , , ,"배드민턴장,운동기구","정자,벤치",근린공원,전북특별자치도 전주시 완산구 효자동2가 1193-7, ,45111-00101,2004-11-03,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0988615,35.8069493
150, ,99,도화공원, ,1984.0,"조합놀이대,시소", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1193-5, ,45111-00100,2004-11-03,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0981013,35.8072501
151, ,98,선율공원, ,1909.0,조합놀이대, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1192-2, ,45111-00099,2004-11-03,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.100273,35.8091356
152, ,97,한지공원, ,1952.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1191-3, ,45111-00098,2004-11-03,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0956845,35.8072797
153, ,96,효자제8호공원, ,1537.5,"조합놀이대,시소,그네", , ,운동기구,"농구대,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동2가 1164-1, ,45111-00097,2002-07-12,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1086926,35.8129748
154, ,95,안행공원,전북특별자치도 전주시 완산구 외칠봉4길 9,20497.0, , , , ,"정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동1가 산 132-1, ,45111-00096,1995-07-05,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1360226455,35.8053804582
155, ,94,은빛공원, ,2054.0,"조합놀이대,시소", , ,"게이트볼구장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 690-5, ,45111-00095,1992-11-17,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1339696,35.8030586
156, ,93,안행공원, ,1442.0, , , ,운동기구,"정자,밴치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 681, ,45111-00094,1992-11-17,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, , ,35.8044863
157, ,92,효림공원, ,3144.0,"시소,그네", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 659-4, ,45111-00093,1994-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.113925,35.8027494
158, ,91,풍남공원, ,1600.0,"시소,그네", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 655, ,45111-00092,1969-06-10,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1143843,35.8007447
159, ,90,효문공원, ,2400.0,"시소,그네", , ,"배드민턴장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 653, ,45111-00091,1969-06-10,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1148279,35.8024469
160, ,89,효자공원, ,31597.0, , , ,"배드민턴장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동1가 634, ,45111-00090,1989-06-09,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1206077,35.8112807
161, ,88,장성공원, ,2312.0,"시소,그네,미끄럼틀", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 631, ,45111-00089,1986-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1170369,35.8090833
162, ,87,가절길공원,전북특별자치도 전주시 완산구 신봉3길 17-14,2228.7,"조합놀이대,시소", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 610, ,45111-00088,1986-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1159247,35.8119200913
163, ,86,양지공원,전북특별자치도 전주시 완산구 송정로 15,1658.5,"시소,그네,미끄럼틀", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 576-4, ,45111-00087,1986-03-06,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1183502,35.8024157203
164, ,85,성지산공원,전북특별자치도 전주시 완산구 성지산로 55,10000.0, , , ,"배드민턴장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 효자동1가 567-1, ,45111-00086,1985-11-06,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1235308,35.802042
165, ,84,신리공원, ,1500.0,"시소,그네,미끄럼틀", , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 효자동1가 551, ,45111-00085,1986-03-06,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1224238,35.8048145
166, ,83,간납대2, ,265.0, , , , , ,소공원,전북특별자치도 전주시 완산구 풍남동3가 9-29, ,45111-00084,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1553713,35.816187
167, ,82,간납대1, ,1132.0, , , , , ,소공원,전북특별자치도 전주시 완산구 풍남동3가 83-13, ,45111-00083,2008-06-20,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1520713,35.8174482
168, ,81,중앙공원, ,49620.0, , , , ,"화장실,벤치",역사공원,전북특별자치도 전주시 완산구 풍남동3가 102, ,45111-00082,1938-05-09,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1501926,35.815133
169, ,80,평화3-3호공원, ,2210.0,그네, , ,"농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동2가 897-2, ,45111-00081,1998-07-23,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1323374,35.7833388
170, ,79,평화3-2호공원, ,2400.0,"야외무대,조합놀이대,시소", ,수경설비,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동2가 896-2, ,45111-00080,1998-07-23,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1344426,35.7856694
171, ,78,평화3-1호공원, ,2755.0,조합놀이대, , ,"배드민턴장,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동2가 889-6, ,45111-00079,1998-07-23,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1316752,35.7861578
172, ,77,맏내공원, ,1677.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동2가 873-5, ,45111-00078,1994-04-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1361154,35.788911
173, ,76,참새암공원, ,1511.5,수경설비, , , ,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동2가 858-4, ,45111-00077,1994-04-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1352112,35.7918147
174, ,75,새터공원,전북특별자치도 전주시 완산구 맏내2길 20,3414.0,조합놀이대, , ,"족구장,농구대,운동기구","정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동2가 846-1, ,45111-00076,1994-04-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1296714,35.7920158109
175, ,74,신성공원, ,15152.0, , ,수경설비, , ,근린공원,전북특별자치도 전주시 완산구 평화동2가 230-133, ,45111-00075,1986-05-08,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1345432,35.7910789
176, ,73,평화1공원, ,2861.0, , , ,운동기구,"화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동1가 745-1, ,45111-00074,1994-04-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1373393,35.7919408
177, ,72,감나무골공원, ,1932.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동1가 740-1, ,45111-00073,1994-04-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.138129,35.7947307
178, ,71,평화제2공원, ,1974.0,조합놀이대, , ,운동기구,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동1가 722-1, ,45111-00072,1994-04-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1336865,35.7952008
179, ,70,평화제1공원, ,205.5,조합놀이대, , , ,"정자,벤치",어린이공원,전북특별자치도 전주시 완산구 평화동1가 597-6, ,45111-00071,1984-06-08,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1331757,35.7966978
180, ,69,도화봉공원, ,393.5,조합놀이대, , , ,벤치,어린이공원,전북특별자치도 전주시 완산구 평화동1가 592-2, ,45111-00070,1984-06-08,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1336338,35.796793
181, ,68,태평공원, ,4146.0,"조합놀이대,시소,미끄럼틀", , ,"게이트볼구장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 태평동 293, ,45111-00069,2006-09-01,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.141437,35.8257548
182, ,67,태평소공원, ,768.0, , , , ,벤치,소공원,전북특별자치도 전주시 완산구 태평동 293, ,45111-00068,2006-09-01,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1384055,35.8253654
183, ,66,태평문화공원, ,7211.0, , , , ,벤치,문화공원,전북특별자치도 전주시 완산구 태평동 293, ,45111-00067,2006-09-01,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1384268,35.823736
184, ,65,화산공원, ,572867.0, , ,"빙상경기장,수경설비","빙상경기장,배드민턴장,운동기구","벤치,매점,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 중화산동2가 산 83-1, ,45111-00066,1970-04-14,"전북특별자치도 전주시 완산,덕진구청",2020-08-31, ,063-220-5438, ,127.1272054,35.819811
185, ,64,109호공원, ,1513.0, , , , , ,어린이공원,전북특별자치도 전주시 완산구 중화산동2가 819-1, ,45111-00065,1997-01-22,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1147651,35.8210657
186, ,63,112호공원, ,1510.0, , , , , ,어린이공원,전북특별자치도 전주시 완산구 중화산동2가 775-3, ,45111-00064,1997-01-22,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1168265,35.8180966
187, ,62,110호공원, ,1512.0, , , , , ,어린이공원,전북특별자치도 전주시 완산구 중화산동2가 763-4, ,45111-00063,1997-01-22,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1147908,35.8196463
188, ,61,111호공원, ,1531.0, , , , , ,어린이공원,전북특별자치도 전주시 완산구 중화산동2가 757-1, ,45111-00062,1997-01-22,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1172278,35.8202248
189, ,60,33호공원, ,10330.0, , , ,"농구대,배드민턴장,게이트볼구장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 중화산동2가 746-3, ,45111-00061,1997-02-04,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1144597,35.8223532
190, ,59,매너머공원, ,1674.0,"시소,그네", , ,"농구대,운동기구",벤치,어린이공원,전북특별자치도 전주시 완산구 중화산동2가 702-1, ,45111-00060,1988-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1189399,35.8225249
191, ,58,중산공원, ,12237.0,조합놀이대, , ,"게이트볼구장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 중화산동2가 687, ,45111-00059,1986-05-08,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1215811,35.82481675
192, ,57,한두평공원, ,1500.0,"그네,미끄럼틀", , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 662-5, ,45111-00058,1988-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1247716,35.813695
193, ,56,근영공원, ,1500.0,조합놀이대, , ,"농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 655-4, ,45111-00057,1992-05-30,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1246971,35.8171537
194, ,55,화산네거리공원, ,1500.0,"조합놀이대,시소", , ,"농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 643, ,45111-00056,1988-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1212353,35.8135683
195, ,54,중산3길공원, ,1500.0,"시소,그네", , ,"농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 630, ,45111-00055,1988-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1221999,35.8158115
196, ,53,중산5길공원, ,1500.0,"조합놀이대,시소", , ,"농구대,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 619, ,45111-00054,1988-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1189053,35.8154368
197, ,52,중산10길공원, ,1500.0,"그네,미끄럼틀", , ,운동기구,"화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 598, ,45111-00053,1988-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1221124,35.8184309
198, ,51,인정길공원, ,6000.0,조합놀이대, , ,"농구대,다목적구장,운동기구","정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 586, ,45111-00052,1988-11-07,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1196074,35.819395
199, ,50,메너머1길공원, ,1500.0,조합놀이대, , ,운동기구,"정자,화장실,벤치",어린이공원,전북특별자치도 전주시 완산구 중화산동2가 573, ,45111-00051,1986-07-29,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1215155,35.8217839
200, ,49,선너머공원, ,12351.0,"조합놀이대,회전무대,정글집", , ,"배드민턴장,운동기구","정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 중화산동2가 547, ,45111-00050,1986-06-09,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1264138,35.8098485
201, ,48,다가공원, ,66085.0, , , ,배드민턴장,"정자,화장실,벤치",근린공원,전북특별자치도 전주시 완산구 중화산동1가 150-3, ,45111-00049,1970-04-14,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.1378153,35.814131
202, ,47,모악산도립공원, ,5608490.0, , , , , ,근린공원,전북특별자치도 전주시 완산구 중인동 1129, ,45111-00048,1971-12-01,전북특별자치도 전주시 완산구청,2020-08-31, ,063-220-5438, ,127.0913206,35.7583868
